id,type,title,subtitle,era,region,date,rarity,campaign,chapter,acquisition,source
CITY_MES_006,CITY,Ур,город бога Нанны,Мир шумерских городов,Южная Месопотамия,III тысячелетие до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D1%80
CITY_MES_007,CITY,Лагаш,городское государство у болот,Мир шумерских городов,Южная Месопотамия,III тысячелетие до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B3%D0%B0%D1%88
CITY_MES_008,CITY,Киш,город царского престижа,Мир шумерских городов,Центральная Месопотамия,III тысячелетие до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%88_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4)
CITY_MES_009,CITY,Ниппур,религиозный центр Энлиля,Мир шумерских городов,Центральная Месопотамия,III–II тысячелетия до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BF%D0%BF%D1%83%D1%80
CITY_MES_010,CITY,Умма,соперник Лагаша,Мир шумерских городов,Южная Месопотамия,III тысячелетие до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D0%BC%D0%BC%D0%B0_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4)
STATE_MES_001,STATE,Шумерский город-государство,"город, земля и культовый центр",Мир шумерских городов,Южная Месопотамия,III тысячелетие до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%BC%D0%B5%D1%80
REL_MES_002,RELIGION,Городской бог-покровитель,культ и идентичность города,Мир шумерских городов,Шумер,III тысячелетие до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%BC%D0%B5%D1%80%D0%BE-%D0%B0%D0%BA%D0%BA%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%B8%D1%84%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
EVT_MES_004,EVENT,Пограничные войны Лагаша и Уммы,борьба за поля и каналы,Мир шумерских городов,Южная Месопотамия,XXV–XXIV века до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_07,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B3%D0%B0%D1%88
PER_MES_002,PERSON,Гильгамеш,царь Урука и герой литературы,Цари и ранние династии,Урук,предположительно XXVII век до н. э.,MYTHIC,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%BB%D1%8C%D0%B3%D0%B0%D0%BC%D0%B5%D1%88
PER_MES_003,PERSON,Энмеркар,легендарный царь Урука,Цари и ранние династии,Урук,легендарная традиция,RARE,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D0%BC%D0%B5%D1%80%D0%BA%D0%B0%D1%80
PER_MES_004,PERSON,Лугальбанда,герой и обожествлённый царь,Цари и ранние династии,Урук,легендарная традиция,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B3%D0%B0%D0%BB%D1%8C%D0%B1%D0%B0%D0%BD%D0%B4%D0%B0
PER_MES_005,PERSON,Эаннатум,правитель Лагаша,Цари и ранние династии,Лагаш,ок. XXV века до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%B0%D0%BD%D0%BD%D0%B0%D1%82%D1%83%D0%BC
PER_MES_006,PERSON,Энтемена,правитель Лагаша и строитель,Цари и ранние династии,Лагаш,ок. XXIV века до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D1%82%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0
PER_MES_007,PERSON,Урукагина,реформатор Лагаша,Цари и ранние династии,Лагаш,XXIV век до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%83%D0%BA%D0%B0%D0%B3%D0%B8%D0%BD%D0%B0
TERM_MES_015,TERM,Лугаль,царский титул,Цари и ранние династии,Шумер,III тысячелетие до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B3%D0%B0%D0%BB%D1%8C
TERM_MES_016,TERM,Энси,правитель или городской наместник,Цари и ранние династии,Шумер,III тысячелетие до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_08,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D1%81%D0%B8
PER_MES_008,PERSON,Саргон Аккадский,основатель Аккадской державы,Саргон и Аккадская держава,Аккад,ок. 2334–2279 до н. э.,MYTHIC,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D0%B3%D0%BE%D0%BD_%D0%90%D0%BA%D0%BA%D0%B0%D0%B4%D1%81%D0%BA%D0%B8%D0%B9
STATE_MES_002,STATE,Аккадская держава,территориальное объединение Месопотамии,Саргон и Аккадская держава,Месопотамия,ок. 2350–2150 до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BA%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B8%D1%8F
CITY_MES_011,CITY,Аккад,ненайденная столица Саргона,Саргон и Аккадская держава,Центральная Месопотамия,III тысячелетие до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BA%D0%B0%D0%B4
PER_MES_009,PERSON,Римуш,преемник Саргона,Саргон и Аккадская держава,Аккад,XXIII век до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D0%BC%D1%83%D1%88
PER_MES_010,PERSON,Маништушу,царь Аккада и покупатель земель,Саргон и Аккадская держава,Аккад,XXIII век до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B8%D1%88%D1%82%D1%83%D1%88%D1%83
PER_MES_011,PERSON,Нарам-Суэн,царь четырёх сторон света,Саргон и Аккадская держава,Аккад,ок. 2254–2218 до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%B0%D0%BC-%D0%A1%D1%83%D1%8D%D0%BD
PER_MES_012,PERSON,Энхедуанна,"жрица, царская дочь и авторская фигура",Саргон и Аккадская держава,Ур,XXIII век до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D1%85%D0%B5%D0%B4%D1%83%D0%B0%D0%BD%D0%BD%D0%B0
EVT_MES_005,EVENT,Распад Аккадской державы,кризис первой территориальной империи,Саргон и Аккадская держава,Месопотамия,XXII век до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_09,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BA%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B8%D1%8F
PER_MES_013,PERSON,Гудеа,энси Лагаша и строитель храмов,Ур III и конец первого цикла,Лагаш,ок. XXII век до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%B4%D0%B5%D0%B0
PER_MES_014,PERSON,Ур-Намму,основатель III династии Ура,Ур III и конец первого цикла,Ур,ок. 2112–2095 до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D1%80-%D0%9D%D0%B0%D0%BC%D0%BC%D1%83
PER_MES_015,PERSON,Шульги,"царь, реформатор и объект культа",Ур III и конец первого цикла,Ур,ок. 2094–2047 до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%BB%D1%8C%D0%B3%D0%B8
STATE_MES_003,STATE,Государство Ур III,неошумерская централизованная держава,Ур III и конец первого цикла,Месопотамия,ок. 2112–2004 до н. э.,MYTHIC,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D1%8C%D1%8F_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F_%D0%A3%D1%80%D0%B0
LAW_MES_001,LAW,Законы Ур-Намму,ранний правовой сборник,Ур III и конец первого цикла,Ур,начало II тысячелетия до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BD%D1%8B_%D0%A3%D1%80-%D0%9D%D0%B0%D0%BC%D0%BC%D1%83
ART_MES_008,ARTIFACT,Зиккурат Ура,монументальная платформа Нанны,Ур III и конец первого цикла,Ур,XXI век до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%BA%D0%BA%D1%83%D1%80%D0%B0%D1%82_%D0%B2_%D0%A3%D1%80%D0%B5
SYS_MES_006,SYSTEM,Система бала,перераспределение налоговых поставок,Ур III и конец первого цикла,Месопотамия,XXI век до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D1%8C%D1%8F_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F_%D0%A3%D1%80%D0%B0
EVT_MES_006,EVENT,Падение Ур III,конец неошумерской державы,Ур III и конец первого цикла,Месопотамия,ок. 2004 до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_10,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B5%D1%82%D1%8C%D1%8F_%D0%B4%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D0%B8%D1%8F_%D0%A3%D1%80%D0%B0
REG_MESA_001,REGION,Верхняя Месопотамия,северный дождевой пояс,Земля между Тигром и Евфратом,Месопотамия,неолит — древность,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BD%D1%8F%D1%8F_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D1%8F
REG_MESA_002,REGION,Нижняя Месопотамия,южное междуречье,Земля между Тигром и Евфратом,Месопотамия,VI–II тыс. до н. э.,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D1%8F%D1%8F_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D1%8F
TERM_MESA_001,TERM,Тростниковые болота,водно-болотный ландшафт юга,Земля между Тигром и Евфратом,Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D1%81%D0%BA%D0%B8%D0%B5_%D0%B1%D0%BE%D0%BB%D0%BE%D1%82%D0%B0
ART_MESA_001,ARTIFACT,Битум,природный герметик,Земля между Тигром и Евфратом,Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D1%83%D0%BC
ART_MESA_002,ARTIFACT,Глина,главный материал равнины,Земля между Тигром и Евфратом,Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%93%D0%BB%D0%B8%D0%BD%D0%B0
TERM_MESA_002,TERM,Ячмень,основная зерновая культура,Земля между Тигром и Евфратом,Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%AF%D1%87%D0%BC%D0%B5%D0%BD%D1%8C_%D0%BE%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9
TERM_MESA_003,TERM,Овцы и козы,стадное хозяйство,Земля между Тигром и Евфратом,Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D0%BA%D0%B8%D0%B9_%D1%80%D0%BE%D0%B3%D0%B0%D1%82%D1%8B%D0%B9_%D1%81%D0%BA%D0%BE%D1%82
TERM_MESA_004,TERM,Дефицит сырья,каменя и леса почти нет,Земля между Тигром и Евфратом,Месопотамия,древность,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%BB%D1%8F_%D0%B2_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B9_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D0%B8
ART_MESA_003,ARTIFACT,Кремнёвый серп,орудие жатвы,"Земледелие, каналы и поселения",Месопотамия,неолит — бронзовый век,COMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%BF
ART_MESA_004,ARTIFACT,Зернотёрка,камень для размола зерна,"Земледелие, каналы и поселения",Месопотамия,неолит — древность,COMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D1%80%D0%BD%D0%BE%D1%82%D1%91%D1%80%D0%BA%D0%B0
TERM_MESA_005,TERM,Финиковая пальма,садовая культура юга,"Земледелие, каналы и поселения",Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%B0%D0%BB%D1%8C%D0%BC%D0%B0
TERM_MESA_006,TERM,Засоление почв,накопление солей после орошения,"Земледелие, каналы и поселения",Месопотамия,древность,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%81%D0%BE%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BF%D0%BE%D1%87%D0%B2%D1%8B
TERM_MESA_007,TERM,Трудовая повинность,работа по решению общины или института,"Земледелие, каналы и поселения",Месопотамия,древность,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BF%D0%BE%D0%B2%D0%B8%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C
TERM_MESA_008,TERM,Домохозяйство,базовая производственная группа,"Земледелие, каналы и поселения",Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC%D0%BE%D1%85%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%BE
ART_MESA_005,ARTIFACT,Тростниковая лодка,судно каналов и болот,"Земледелие, каналы и поселения",Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BB%D0%BE%D0%B4%D0%BA%D0%B0
TERM_MESA_009,TERM,Полевой участок,единица земледельческого пространства,"Земледелие, каналы и поселения",Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%BE%D0%BA
CITY_MESA_001,CITY,Телль-эль-Убейд,памятник у древнего Ура,Убейдский мир,Месопотамия,V–III тыс. до н. э.,COMMON,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D0%BB%D1%8C-%D1%8D%D0%BB%D1%8C-%D0%A3%D0%B1%D0%B5%D0%B9%D0%B4
ART_MESA_006,ARTIFACT,Убейдские фигурки,глиняные человеческие изображения,Убейдский мир,Месопотамия,V тыс. до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B5%D0%B9%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
CITY_MESA_002,CITY,Тепе-Гавра,северный центр с убейдскими связями,Убейдский мир,Месопотамия,V–III тыс. до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BF%D0%B5-%D0%93%D0%B0%D0%B2%D1%80%D0%B0
CITY_MESA_003,CITY,Хаджи-Мухаммад,раннее поселение юга,Убейдский мир,Месопотамия,VI тыс. до н. э.,COMMON,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%B4%D0%B6%D0%B8-%D0%9C%D1%83%D1%85%D0%B0%D0%BC%D0%BC%D0%B0%D0%B4
ART_MESA_007,ARTIFACT,Расписная чаша Убейда,геометрический сосуд,Убейдский мир,Месопотамия,V тыс. до н. э.,COMMON,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B5%D0%B9%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
TERM_MESA_010,TERM,Региональный стиль,общие формы без единого государства,Убейдский мир,Месопотамия,археологический термин,COMMON,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%85%D0%B5%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
TERM_MESA_011,TERM,Обмен по Персидскому заливу,южные морские связи,Убейдский мир,Месопотамия,V–III тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%81%D0%B8%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%BB%D0%B8%D0%B2
CITY_MESA_004,CITY,Сузы,центр соседнего Элама,Убейдский мир,Месопотамия,V тыс. до н. э. — древность,EPIC,MESOPOTAMIA,MES_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B7%D1%8B
